var,country,country_name,code,region,city,airport,latitude,longitude
IataHGU,pg,Papua New Guinea,hgu,Western Highlands,Mount Hagen,Mount Hagen Airport,-5.82679,144.296
IataHIT,pg,Papua New Guinea,hit,Southern Highlands,Haivaro,Haivaro Airport,-6.9406,143.059
IataHKN,pg,Papua New Guinea,hkn,West New Britain,Kimbe,Hoskins Airport,-5.46217,150.405
IataHNI,pg,Papua New Guinea,hni,Morobe,Heiweni,Heiweni Airport,-7.4223,146.428
IataHNN,pg,Papua New Guinea,hnn,Central,Honinabi,Honinabi Airport,-16.2457,142.177
IataHOC,pg,Papua New Guinea,hoc,Eastern Highlands,Komako,Komako Airport,-7.3984,145.883
IataHWA,pg,Papua New Guinea,hwa,Morobe,Hawabango,Hawabango Airport,-7.39299,146.003
IataHYF,pg,Papua New Guinea,hyf,Southern Highlands,Bainyik,Hayfields Airport,-3.69838,143.058
IataIAU,pg,Papua New Guinea,iau,National Capital District (Port Moresby),,Iaura Airport,-9.78333,148.1
IataIBI,pg,Papua New Guinea,ibi,West New Britain,Iboki,Iboki Airport,-5.5536,149.19
IataIDN,pg,Papua New Guinea,idn,Morobe,Indagen,Indagen Airport,-6.22663,147.244
IataIHU,pg,Papua New Guinea,ihu,Gulf,Ihu,Ihu Airport,-7.89756,145.396
IataIIS,pg,Papua New Guinea,iis,Bougainville,Nissan Island,Nissan Island Airport,-4.49972,154.226
IataILX,pg,Papua New Guinea,ilx,Madang,,Ileg Airport,-5.4917,145.802
IataIMA,pg,Papua New Guinea,ima,National Capital District (Port Moresby),"Iamalele, Fergusson Island",Iamalele Airport,-9.5107,150.525
IataIMD,pg,Papua New Guinea,imd,Western,Imonda,Imonda Airport,-3.328,141.157
IataIMN,pg,Papua New Guinea,imn,Morobe,Imane,Imane Airport,-6.7524,146.107
IataIOK,pg,Papua New Guinea,iok,Central,Iokea,Iokea Airport,-8.401,146.277
IataIOP,pg,Papua New Guinea,iop,National Capital District (Port Moresby),Ioma,Ioma Airport,-8.3614,147.84
IataITK,pg,Papua New Guinea,itk,Northern,Itokama,Itokama Airport,-9.20153,148.264
IataIUS,pg,Papua New Guinea,ius,East New Britain,,Inus Airport,-5.7568,155.15
IataJAQ,pg,Papua New Guinea,jaq,East New Britain,Jacquinot Bay,Jacquinot Bay Airport,-5.6525,151.507
IataJOP,pg,Papua New Guinea,jop,Madang,Josephstaal,Josephstaal Airport,-4.74708,145.007
IataKAF,pg,Papua New Guinea,kaf,East New Britain,Karato,Karato Airport,-6.2655,155.305
IataKAK,pg,Papua New Guinea,kak,Southern Highlands,Kar,Kar Airport,-6.23333,143.483
IataKAQ,pg,Papua New Guinea,kaq,Central,Kamulai Mission,Kamulai Airport,-8.15069,146.834
IataKBM,pg,Papua New Guinea,kbm,Morobe,,Kabwum Airport,-6.15547,147.191
IataKCJ,pg,Papua New Guinea,kcj,Southern Highlands,Komaio,Komaio Airport,-7.2714,143.595
IataKDE,pg,Papua New Guinea,kde,Southern Highlands,Koroba,Koroba Airport,-5.6952,142.744
IataKDP,pg,Papua New Guinea,kdp,Southern Highlands,Kandep,Kandep Airport,-5.84061,143.507
IataKDQ,pg,Papua New Guinea,kdq,Western,Kamberatoro Mission,Kamberatoro Airport,-3.60056,141.052
IataKDR,pg,Papua New Guinea,kdr,West New Britain,Kandrian,Kandrian Airport,-6.19217,149.548
IataKEG,pg,Papua New Guinea,keg,Eastern Highlands,Denglagu Mission,Keglsugl Airport,-5.83278,145.097
IataKEX,pg,Papua New Guinea,kex,Morobe,Kanabea,Kanabea Airport,-7.53889,145.905
IataKGB,pg,Papua New Guinea,kgb,Morobe,Konge,Konge Airport,-6.2239,147.215
IataKGH,pg,Papua New Guinea,kgh,Central,Yongai,Yongai Airport,-8.5289,147.46
IataKGM,pg,Papua New Guinea,kgm,Western,Kungim,Kungim Airport,-5.671,141.03
IataKGW,pg,Papua New Guinea,kgw,Central,Kagi,Kagi Airport,-9.13592,147.669
IataKIA,pg,Papua New Guinea,kia,Morobe,,Kaiapit Airport,-6.275,146.27
IataKIE,pg,Papua New Guinea,kie,Bougainville,Kieta,Aropa Airport,-6.30542,155.728
IataKII,pg,Papua New Guinea,kii,Southern Highlands,Kibuli,Kibuli Airport,-9.00653,142.698
IataKIQ,pg,Papua New Guinea,kiq,Central,Kira,Kira Airport,-8.06511,147.332
IataKIZ,pg,Papua New Guinea,kiz,National Capital District (Port Moresby),,Kikinonda Airport,-8.5284,147.931
IataKJU,pg,Papua New Guinea,kju,East New Britain,,Kamiraba Airport,-3.1995,151.908
IataKKD,pg,Papua New Guinea,kkd,Northern,Kokoda,Kokoda Airport,-8.88468,147.731
IataKMA,pg,Papua New Guinea,kma,Gulf,Kerema,Kerema Airport,-7.96361,145.771
IataKMB,pg,Papua New Guinea,kmb,Western Highlands,Konambe,Koinambe Airport,-5.4875,144.607
IataKMF,pg,Papua New Guinea,kmf,Morobe,Hoieti,Kamina Airport,-7.64925,145.957
IataKMR,pg,Papua New Guinea,kmr,Chimbu,Karimui,Karimui Airport,-6.4921,144.823
IataKNE,pg,Papua New Guinea,kne,Western Highlands,Kanainj,Kanainj Airport,-5.2903,144.707
IataKNL,pg,Papua New Guinea,knl,Morobe,,Kelanoa Airport,-6.01,147.49
IataKOM,pg,Papua New Guinea,kom,Southern Highlands,Komo,Komo-Manda Airport,-6.0682,142.86
IataKOR,pg,Papua New Guinea,kor,Morobe,Kakoro,Kakoro Airport,-7.83467,146.533
IataKPA,pg,Papua New Guinea,kpa,Southern Highlands,Kopiago,Kopiago Airport,-5.3883,142.498
IataKPE,pg,Papua New Guinea,kpe,Western,,Yapsiei Airport,-4.62806,141.094
IataKPF,pg,Papua New Guinea,kpf,Southern Highlands,Kondobol,Kondubol Airport,-8.5336,142.505
IataKPL,pg,Papua New Guinea,kpl,Southern Highlands,Kapal,Kapal Airport,-8.63018,142.824
IataKPM,pg,Papua New Guinea,kpm,Western Highlands,,Kompiam Airport,-5.38167,143.925
IataKQL,pg,Papua New Guinea,kql,Eastern Highlands,Kol,Kol Airport,-5.73117,144.846
IataKRI,pg,Papua New Guinea,kri,Gulf,Kikori,Kikori Airport,-7.42438,144.25
IataKRJ,pg,Papua New Guinea,krj,Gulf,Amboin,Karawari Airport,-4.59667,143.523
IataKRU,pg,Papua New Guinea,kru,Central,Gunim,Kerau Airport,-8.27161,147.072
IataKRX,pg,Papua New Guinea,krx,Madang,Kar Kar Island,Karkar Airport,-4.557,145.94
IataKSB,pg,Papua New Guinea,ksb,Morobe,Kasonombe,Kasanombe Airport,-6.3819,146.986
IataKSG,pg,Papua New Guinea,ksg,Morobe,Kisenden,Kisengam Airport,-6.362,146.71
IataKSP,pg,Papua New Guinea,ksp,Central,Kosipe Mission,Kosipe Airport,-8.45072,147.209
IataKSX,pg,Papua New Guinea,ksx,Morobe,Yasuru,Yasuru Airport,-6.6015,146.181
IataKTK,pg,Papua New Guinea,ktk,East New Britain,,Kunua Airport,-5.7828,154.74
IataKUP,pg,Papua New Guinea,kup,National Capital District (Port Moresby),Kupiano,Kupiano Airport,-10.0736,148.218
IataKUQ,pg,Papua New Guinea,kuq,Southern Highlands,Kuri,Kuri Airport,-7.13508,143.276
IataKUX,pg,Papua New Guinea,kux,Western,,Kuyol Airport,-5.37236,141.624
IataKUY,pg,Papua New Guinea,kuy,Gulf,Kamusi,Kamusi Airport,-7.42035,143.122
IataKVE,pg,Papua New Guinea,kve,West New Britain,Kitava Island,Kitava Island Airport,-8.6285,151.327
IataKVG,pg,Papua New Guinea,kvg,New Ireland,Kavieng,Kavieng Airport,-2.5794,150.808
IataKWO,pg,Papua New Guinea,kwo,Southern Highlands,Kawito,Kawito Airport,-7.97701,142.824
IataKWV,pg,Papua New Guinea,kwv,East New Britain,,Kurwina Airport,-5.965,155.36
IataKWX,pg,Papua New Guinea,kwx,Southern Highlands,,Kiwai Island Airport,-8.6883,143.618
IataKXR,pg,Papua New Guinea,kxr,East New Britain,,Karoola Airport,-5.1431,154.593
IataKYX,pg,Papua New Guinea,kyx,Morobe,Yalumet,Yalumet Airport,-6.09,147.012
IataKZF,pg,Papua New Guinea,kzf,Morobe,Kaintiba,Kaintiba Airport,-7.50025,146.034
IataLAB,pg,Papua New Guinea,lab,Morobe,Lab Lab Mission,Lab Lab Airport,-5.7204,148.057
IataLAE,pg,Papua New Guinea,lae,Morobe,Lae,Lae Nadzab Airport,-6.5698,146.726
IataLGM,pg,Papua New Guinea,lgm,Southern Highlands,,Laiagam Airport,-5.4923,143.488
IataLGN,pg,Papua New Guinea,lgn,West New Britain,Linga Linga,Linga Linga Airport,-5.53194,149.734
IataLHP,pg,Papua New Guinea,lhp,East New Britain,,Lehu Airport,-6.52749,155.712
IataLMG,pg,Papua New Guinea,lmg,East New Britain,,Lamassa Airport,-4.7,152.75
IataLMI,pg,Papua New Guinea,lmi,Western,Lumi,Lumi Airport,-3.47684,142.041
IataLMY,pg,Papua New Guinea,lmy,Western,Lake Murray,Lake Murray Airport,-7.00992,141.494
IataLNC,pg,Papua New Guinea,lnc,Morobe,Lancaster,Lengbati Airport,-6.38461,147.369
IataLNF,pg,Papua New Guinea,lnf,Western,,Munbil Airport,-4.85594,141.22
IataLNG,pg,Papua New Guinea,lng,Central,Lese,Lese Airport,-8.2799,146.277
IataLNM,pg,Papua New Guinea,lnm,Morobe,,Langimar Airport,-7.22314,146.227
IataLNQ,pg,Papua New Guinea,lnq,National Capital District (Port Moresby),,Loani Airport,-10.5815,150.593
IataLNV,pg,Papua New Guinea,lnv,New Ireland,Londolovit,Lihir Island Airport,-3.04361,152.629
IataLPN,pg,Papua New Guinea,lpn,Morobe,Leron Plains,Leron Plains Airport,-6.3917,146.343
IataLSA,pg,Papua New Guinea,lsa,Milne Bay,Losuia,Losuia Airport,-8.50582,151.081
IataLSJ,pg,Papua New Guinea,lsj,Morobe,Long Island,Long Island Airport,-5.3604,147.018
IataLTF,pg,Papua New Guinea,ltf,Western,Leitre,Leitre Airport,-2.8337,141.626
IataLWI,pg,Papua New Guinea,lwi,Morobe,Lowai,Lowai Airport,-6.3344,146.646
IataMAG,pg,Papua New Guinea,mag,Madang,Madang,Madang Airport,-5.20708,145.789
IataMAP,pg,Papua New Guinea,map,National Capital District (Port Moresby),Mamai,Mamai Airport,-10.2908,149.519
IataMAS,pg,Papua New Guinea,mas,Manus,Manus Island,Momote Airport,-2.06189,147.424
IataMBV,pg,Papua New Guinea,mbv,Morobe,Masa,Masa Airport,-6.345,147.591
IataMDM,pg,Papua New Guinea,mdm,Western Highlands,Munduku,Munduku Airport,-4.6204,143.452
IataMDU,pg,Papua New Guinea,mdu,Southern Highlands,Mendi,Mendi Airport,-6.14774,143.657
IataMFO,pg,Papua New Guinea,mfo,East New Britain,Manguna,Manguna Airport,-5.57778,151.792
IataMFZ,pg,Papua New Guinea,mfz,West New Britain,Demgulu,Meselia Airport,-6.1364,149.118
IataMGG,pg,Papua New Guinea,mgg,Southern Highlands,,Margarima Airport,-5.979,143.359
IataMGP,pg,Papua New Guinea,mgp,East New Britain,Weilo,Manga Airport,-4.147,153.019
IataMHY,pg,Papua New Guinea,mhy,Western,Morehead,Morehead Airport,-8.71411,141.644
IataMIS,pg,Papua New Guinea,mis,Milne Bay,Misima Island,Misima Island Airport,-10.6892,152.838
IataMJJ,pg,Papua New Guinea,mjj,Eastern Highlands,Moki,Moki Airport,-5.7181,145.24
IataMKN,pg,Papua New Guinea,mkn,East New Britain,Comanche,Malekolon Airport,-4.02343,153.657
IataMLQ,pg,Papua New Guinea,mlq,Central,Malalaua,Malalaua Airport,-8.07139,146.155
IataMMV,pg,Papua New Guinea,mmv,Manus,Mal Island,Mal Island Airport,-1.39444,144.171
IataMNP,pg,Papua New Guinea,mnp,Manus,Hermit Islands,Maron Island Airport,-1.5504,145.017
IataMPF,pg,Papua New Guinea,mpf,Southern Highlands,Mapoda,Mapoda Airport,-7.979,143.169
IataMPG,pg,Papua New Guinea,mpg,Morobe,Makini,Makini Airport,-6.53222,147.651
IataMPU,pg,Papua New Guinea,mpu,New Ireland,Tatau Island,Mabua Airstrip,-2.81139,151.991
IataMPX,pg,Papua New Guinea,mpx,Western,Miyanmin,Miyanmin Airport,-4.90306,141.621
IataMQO,pg,Papua New Guinea,mqo,Southern Highlands,Malam,Malam Airport,-8.70917,142.65
IataMRH,pg,Papua New Guinea,mrh,Western,May River,May River Airport,-4.3615,141.785
IataMRM,pg,Papua New Guinea,mrm,Central,Manari,Manari Airport,-9.1908,147.622
IataMVI,pg,Papua New Guinea,mvi,East New Britain,,Manetai Airport,-6.12,155.39
IataMWG,pg,Papua New Guinea,mwg,Eastern Highlands,Marawaka,Marawaka Airport,-6.9736,145.885
IataMWI,pg,Papua New Guinea,mwi,Southern Highlands,Maramuni,Maramuni Airport,-5.13,143.483
IataMWU,pg,Papua New Guinea,mwu,New Ireland,Mussau Island,Mussau Island Airport,-1.5,149.667
IataMXH,pg,Papua New Guinea,mxh,Southern Highlands,Moro,Moro Airport,-6.36333,143.238
IataMXK,pg,Papua New Guinea,mxk,Morobe,Mindik,Mindik Airport,-6.47167,147.441
IataMYX,pg,Papua New Guinea,myx,Morobe,Menyamya,Menyamya Airport,-7.21167,146.019
IataMZN,pg,Papua New Guinea,mzn,Western Highlands,Minj,Minj Airport,-5.86667,144.667
IataNBA,pg,Papua New Guinea,nba,Eastern Highlands,Nambaiyufa,Nambaiyufa Airport,-6.2412,145.242
IataNDI,pg,Papua New Guinea,ndi,National Capital District (Port Moresby),Namudi,Namudi Airport,-9.47375,148.329
IataNDN,pg,Papua New Guinea,ndn,National Capital District (Port Moresby),Nadunumu,Nadunumu Airport,-9.14356,147.684
IataNGR,pg,Papua New Guinea,ngr,Western,,Ningerum Airport,-5.66667,141.117
IataNIS,pg,Papua New Guinea,nis,New Ireland,Simberi Island,Simberi Airport,-2.66222,151.998
IataNKN,pg,Papua New Guinea,nkn,Madang,Gwarawon,Nankina Airport,-5.837,146.453
IataNOM,pg,Papua New Guinea,nom,Western,Nomad River,Nomad River Airport,-6.294,142.234
IataNOO,pg,Papua New Guinea,noo,National Capital District (Port Moresby),Naoro Vilage,Naoro Airport,-9.25445,147.621
IataNPG,pg,Papua New Guinea,npg,Southern Highlands,Nipa,Nipa Airport,-6.1454,143.453
IataNUG,pg,Papua New Guinea,nug,East New Britain,Nuguria Island,Nuguria Airstrip,-3.4075,154.738
IataNUT,pg,Papua New Guinea,nut,West New Britain,,Nutuve Airport,-5.63333,151.383
IataNWT,pg,Papua New Guinea,nwt,National Capital District (Port Moresby),Nowata,Nowata Airport,-9.98417,149.729
IataOBM,pg,Papua New Guinea,obm,Morobe,Morobe,Morobe Airport,-7.74,147.59
IataOBX,pg,Papua New Guinea,obx,Western,Obo,Obo Airport,-7.59062,141.324
IataOGE,pg,Papua New Guinea,oge,Morobe,,Ogeramnang Airport,-6.46675,147.364
IataOKP,pg,Papua New Guinea,okp,Western,Oksapmin,Oksapmin Airport,-5.2261,142.226
IataOKV,pg,Papua New Guinea,okv,Western,Okao,Okao Airport,-5.55667,141.033
IataOLQ,pg,Papua New Guinea,olq,Western,Olsobip,Olsobip Airport,-5.38972,141.515
IataOML,pg,Papua New Guinea,oml,Eastern Highlands,,Omkalai Airport,-6.179,144.96
IataONB,pg,Papua New Guinea,onb,Central,Onange Mission,Ononge Airport,-8.67436,147.262
IataOPB,pg,Papua New Guinea,opb,East New Britain,Maitanakunai,Open Bay Airport,-4.79473,151.696
IataOPU,pg,Papua New Guinea,opu,Southern Highlands,Balimo,Balimo Airport,-8.05,142.933
IataOSE,pg,Papua New Guinea,ose,Morobe,Omora,Omora Airport,-7.82778,147.081
IataOSG,pg,Papua New Guinea,osg,Western,Ossima,Ossima Airport,-2.91556,141.297
IataOTY,pg,Papua New Guinea,oty,East New Britain,,Oria Airport,-6.57761,155.771
IataPAW,pg,Papua New Guinea,paw,National Capital District (Port Moresby),Pambwa Station,Pambwa Airport,-10.5833,151.083
IataPDI,pg,Papua New Guinea,pdi,Morobe,Pindiu,Pindiu Airport,-6.44514,147.516
IataPGB,pg,Papua New Guinea,pgb,Western,Belgrade,Pangoa Airport,-7.0226,141.561
IataPGE,pg,Papua New Guinea,pge,Morobe,,Yegepa Airport,-7.13444,146.156
IataPGN,pg,Papua New Guinea,pgn,Western Highlands,Pignon,Pangia Airport,-6.386,144.108
IataPLE,pg,Papua New Guinea,ple,Southern Highlands,Paiela,Paiela Airport,-5.3725,142.976
IataPMN,pg,Papua New Guinea,pmn,National Capital District (Port Moresby),Pumani,Pumani Airport,-9.7469,149.477
IataPMP,pg,Papua New Guinea,pmp,Southern Highlands,Pimaga,Pimaga Airport,-6.49917,143.51
IataPNP,pg,Papua New Guinea,pnp,Northern,Popondetta,Girua Airport,-8.80454,148.309
IataPOM,pg,Papua New Guinea,pom,National Capital District (Port Moresby),Port Moresby,Jacksons International Airport,-9.44338,147.22
IataPPX,pg,Papua New Guinea,ppx,National Capital District (Port Moresby),Nepesi,Param Airport,-9.99,149.477
IataPUA,pg,Papua New Guinea,pua,New Ireland,Puas Mission,Puas Airport,-2.395,150.236
IataPUI,pg,Papua New Guinea,pui,Southern Highlands,,Pureni Airport,-5.8429,142.828
IataRAA,pg,Papua New Guinea,raa,East New Britain,Rakanda,Rakanda Airport,-4.2096,152.439
IataRAB,pg,Papua New Guinea,rab,East New Britain,Rabaul,Rabaul Airport (Tokua Airport),-4.34046,152.38
IataRAW,pg,Papua New Guinea,raw,East New Britain,Arawa,Arawa Airport,-6.22056,155.571
IataRAX,pg,Papua New Guinea,rax,National Capital District (Port Moresby),,Oram Airport,-9.63292,148.048
IataRBP,pg,Papua New Guinea,rbp,National Capital District (Port Moresby),Rabaraba,Rabaraba Airport,-9.97111,149.832
IataRGE,pg,Papua New Guinea,rge,Southern Highlands,,Porgera Airport,-5.4792,143.124
IataRKU,pg,Papua New Guinea,rku,Central,Yule Island,Kairuku Airport,-8.817,146.524
IataRMN,pg,Papua New Guinea,rmn,Western,,Rumginae Airport,-5.89722,141.272
IataRNR,pg,Papua New Guinea,rnr,National Capital District (Port Moresby),,Robinson River Airport,-10.171,148.823
IataRUU,pg,Papua New Guinea,ruu,Western Highlands,Kawbenaberi,Ruti Airport,-5.33444,144.257
IataSAM,pg,Papua New Guinea,sam,Milne Bay,Salamo,Salamo Airport,-9.6701,150.79
IataSBC,pg,Papua New Guinea,sbc,Western,Selbang,Selbang Airport,-5.315,141.752
IataSBE,pg,Papua New Guinea,sbe,Western,,Suabi Airport,-6.10444,142.278
IataSBV,pg,Papua New Guinea,sbv,East New Britain,Sabah,Sabah Airport,-5.5765,155.049
IataSDI,pg,Papua New Guinea,sdi,Madang,Saidor,Saidor Airport,-5.62714,146.463
IataSFU,pg,Papua New Guinea,sfu,National Capital District (Port Moresby),Safia,Safia Airport,-9.59306,148.636
IataSGB,pg,Papua New Guinea,sgb,Morobe,,Singaua Airport,-6.7,147.133
IataSGJ,pg,Papua New Guinea,sgj,National Capital District (Port Moresby),,Sagarai Airport,-10.3833,149.833
IataSGK,pg,Papua New Guinea,sgk,Gulf,Sengapi,Sangapi Airport,-5.12583,144.324
IataSIL,pg,Papua New Guinea,sil,National Capital District (Port Moresby),Sila Mission,Sila Airport,-9.07356,148.389
IataSIM,pg,Papua New Guinea,sim,Western Highlands,Simbai,Simbai Airport,-5.27861,144.545
IataSIZ,pg,Papua New Guinea,siz,Western,Sissano,Sissano Airport,-2.99944,142.044
IataSKC,pg,Papua New Guinea,skc,Western,Suki,Suki Airport,-8.0466,141.722
IataSMH,pg,Papua New Guinea,smh,Morobe,Sapmanga,Sapmanga Airport,-6.07528,146.811
IataSMJ,pg,Papua New Guinea,smj,Morobe,Sim,Sim Airport,-7.75,146.927
IataSMP,pg,Papua New Guinea,smp,East New Britain,Stockholm,Stockholm Airport,-4.358,151.533
IataSPH,pg,Papua New Guinea,sph,Central,Sopu,Sopu Airport,-8.3038,147.166
IataSPV,pg,Papua New Guinea,spv,Western Highlands,Sepik Plains,Sepik Plains Airport,-3.8821,143.673
IataSQT,pg,Papua New Guinea,sqt,National Capital District (Port Moresby),Samarai Island,China Strait Airstrip,-10.5628,150.691
IataSSS,pg,Papua New Guinea,sss,Morobe,Siassi,Siassi Airport,-5.5965,147.811
IataSUZ,pg,Papua New Guinea,suz,National Capital District (Port Moresby),,Suria Airport,-9.032,147.45
IataSWE,pg,Papua New Guinea,swe,Morobe,Siwea,Siwea Airport,-6.28464,147.581
IataSWG,pg,Papua New Guinea,swg,Morobe,Satwag,Satwag Airport,-6.13956,147.279
IataSWR,pg,Papua New Guinea,swr,East New Britain,Silur Mission,Silur Airport,-4.52989,153.054
IataSXA,pg,Papua New Guinea,sxa,Morobe,Sialum,Sialum Airport,-6.0908,147.596
IataSXH,pg,Papua New Guinea,sxh,West New Britain,Sehulea,Sehulea Airport,-9.96453,151.162
IataSXW,pg,Papua New Guinea,sxw,West New Britain,Sauren,Sauren Airport,-5.9701,148.854
IataTAJ,pg,Papua New Guinea,taj,West Sepik,Aitape,Tadji Airport,-3.19819,142.431
IataTBA,pg,Papua New Guinea,tba,Western Highlands,Kilinochchi,Tabibuga Airport,-5.5766,144.651
IataTBE,pg,Papua New Guinea,tbe,Western Highlands,Timbunke,Timbunke Airport,-4.19663,143.519
IataTBG,pg,Papua New Guinea,tbg,Western,Tabubil,Tabubil Airport,-5.27861,141.226
IataTBQ,pg,Papua New Guinea,tbq,Eastern Highlands,Tarabo,Tarabo Airport,-6.46667,145.532
IataTCJ,pg,Papua New Guinea,tcj,Southern Highlands,Torembi,Torembi Airport,-4.0165,143.133
IataTCK,pg,Papua New Guinea,tck,Western Highlands,Tinboli,Tinboli Airport,-4.0949,143.384
IataTDB,pg,Papua New Guinea,tdb,National Capital District (Port Moresby),Tetebedi,Tetebedi Airport,-9.1586,148.069
IataTDS,pg,Papua New Guinea,tds,Gulf,Sasereme,Sasereme Airport,-7.6217,142.868
IataTEO,pg,Papua New Guinea,teo,Central,Terapo Mission,Terapo Airport,-8.16972,146.194
IataTEP,pg,Papua New Guinea,tep,Morobe,Teptep,Teptep Airport,-5.9553,146.559
IataTFB,pg,Papua New Guinea,tfb,Western,Tifalmin,Tifalmin Airport,-5.1173,141.419
IataTFI,pg,Papua New Guinea,tfi,Northern,Tufi,Tufi Airport,-9.07595,149.32
IataTFM,pg,Papua New Guinea,tfm,Western,Telefomin,Telefomin Airport,-5.12608,141.642
IataTGL,pg,Papua New Guinea,tgl,West New Britain,Sudest Island,Tagula Airport,-11.3311,153.203
IataTIG,pg,Papua New Guinea,tig,New Ireland,,Tingwon Airport,-2.6053,149.711
IataTIZ,pg,Papua New Guinea,tiz,Southern Highlands,Tari,Tari Airport,-5.845,142.948
IataTKB,pg,Papua New Guinea,tkb,Morobe,Tekadu,Tekadu Airport,-7.6808,146.55
IataTKW,pg,Papua New Guinea,tkw,Western,Tekin,Tekin Airport,-5.24367,142.165
IataTLO,pg,Papua New Guinea,tlo,East New Britain,Tol,Tol Airport,-4.98083,152.01
IataTLP,pg,Papua New Guinea,tlp,Western,Tumolbil,Tumolbil Airport,-4.7748,141.013
IataTLW,pg,Papua New Guinea,tlw,West New Britain,Talasea,Talasea Airport,-5.2726,150.009
IataTOK,pg,Papua New Guinea,tok,East New Britain,Torokina,Torokina Airport,-6.2015,155.063
IataTON,pg,Papua New Guinea,ton,East New Britain,Tonu,Tonu Airport,-6.6552,155.433
IataTPI,pg,Papua New Guinea,tpi,Central,Tapini,Tapini Airport,-8.35667,146.989
IataTRJ,pg,Papua New Guinea,trj,Western,Tarakbits,Tarakbits Airport,-5.614,141.042
IataTSI,pg,Papua New Guinea,tsi,Morobe,Tsile Tsile,Tsile Tsile Airport,-6.8498,146.355
IataTSK,pg,Papua New Guinea,tsk,New Ireland,,Taskul Airport,-2.546,150.455
IataTSW,pg,Papua New Guinea,tsw,Morobe,Tsewi,Tsewi Airport,-7.0695,146.127
IataTUT,pg,Papua New Guinea,tut,Madang,,Tauta Airport,-5.8335,145.934
IataTWY,pg,Papua New Guinea,twy,Morobe,Tawa,Tawa Airport,-7.4463,146.107
IataUAE,pg,Papua New Guinea,uae,Western Highlands,Aue,Mount Aue Airport,-6.23417,144.665
IataUBI,pg,Papua New Guinea,ubi,East New Britain,Buin,Buin Airport,-6.72917,155.683
IataUKU,pg,Papua New Guinea,uku,Western,Nuku,Nuku Airport,-3.67665,142.484
IataULE,pg,Papua New Guinea,ule,East New Britain,Sule,Sule Airport,-4.97472,151.297
IataUMC,pg,Papua New Guinea,umc,Eastern Highlands,Umba,Umba Airport,-7.0214,145.966
IataUNG,pg,Papua New Guinea,ung,Western,Kiunga,Kiunga Airport,-6.12571,141.282
IataUPR,pg,Papua New Guinea,upr,Southern Highlands,Upiara,Upiara Airport,-8.5411,142.65
IataURU,pg,Papua New Guinea,uru,National Capital District (Port Moresby),Uroubi,Uroubi Airport,-9.5162,148.559
IataUSO,pg,Papua New Guinea,uso,Eastern Highlands,,Usino Airport,-5.5276,145.371
IataUUU,pg,Papua New Guinea,uuu,National Capital District (Port Moresby),Manumu,Manumu Airport,-9.0746,147.574
IataUVO,pg,Papua New Guinea,uvo,West New Britain,Uvol,Uvol Airport,-6.0178,150.956
IataVAI,pg,Papua New Guinea,vai,West Sepik,Vanimo,Vanimo Airport,-2.6926,141.303
IataVIV,pg,Papua New Guinea,viv,Milne Bay,Vivigani,Vivigani Airfield,-9.30333,150.319
IataVMU,pg,Papua New Guinea,vmu,Gulf,Baimuru,Baimuru Airport,-7.49686,144.82
IataWAJ,pg,Papua New Guinea,waj,Southern Highlands,Wavoi Falls,Wawoi Falls Airport,-6.9523,142.656
IataWAO,pg,Papua New Guinea,wao,Gulf,Wabo,Wabo Airport,-6.98944,145.075
IataWBC,pg,Papua New Guinea,wbc,West New Britain,Wapolu,Wapolu Airport,-9.3376,150.509
IataWBM,pg,Papua New Guinea,wbm,Enga,Wapenamanda,Wapenamanda Airport,-5.6433,143.895
IataWED,pg,Papua New Guinea,wed,National Capital District (Port Moresby),Wedau,Wedau Airport,-10.0954,150.083
IataWEP,pg,Papua New Guinea,wep,Western,Weam,Weam Airport,-8.6184,141.138
IataWGU,pg,Papua New Guinea,wgu,Morobe,,Wagau Airport,-6.8519,146.802
IataWIU,pg,Papua New Guinea,wiu,West New Britain,Garove Island,Witu Airport,-4.68952,149.44
IataWKN,pg,Papua New Guinea,wkn,East New Britain,Wakunai,Wakunai Airport,-5.8603,155.222
IataWNU,pg,Papua New Guinea,wnu,Madang,Wanuma,Wanuma Airport,-4.8961,145.321
IataWOA,pg,Papua New Guinea,woa,Eastern Highlands,Wonenara,Wonenara Airport,-6.79686,145.892
IataWPM,pg,Papua New Guinea,wpm,Western,Wipim,Wipim Airport,-8.78822,142.882
IataWSA,pg,Papua New Guinea,wsa,Southern Highlands,Wasua,Wasua Airport,-8.2836,142.87
IataWSU,pg,Papua New Guinea,wsu,Morobe,Wasu,Wasu Airport,-5.96171,147.198
IataWTP,pg,Papua New Guinea,wtp,Central,Fatima Mission,Woitape Airport,-8.54583,147.253
IataWTT,pg,Papua New Guinea,wtt,Morobe,Wantoat,Wantoat Airport,-6.1325,146.468
IataWUG,pg,Papua New Guinea,wug,Morobe,Wau,Wau Airport,-7.34556,146.719
IataWUM,pg,Papua New Guinea,wum,West New Britain,Wasum,Wasum Airport,-6.0491,149.337
IataWUV,pg,Papua New Guinea,wuv,Western Highlands,Wuvulu Island,Wuvulu Island Airport,-1.73611,142.837
IataWWK,pg,Papua New Guinea,wwk,East Sepik,Wewak,Wewak Airport,-3.58383,143.669
IataXBN,pg,Papua New Guinea,xbn,National Capital District (Port Moresby),Biniguni,Biniguni Airport,-9.6425,149.304
